"human_geneid","human_EnsemblID","human_Symbol","human_description","human_type_of_gene","mouse_EnsemblID","mouse_geneid"
23542,"ENSG00000008735","MAPK8IP2","mitogen-activated protein kinase 8 interacting protein 2","protein-coding","ENSMUSG00000022619",60597
23543,"ENSG00000100320","RBFOX2","RNA binding fox-1 homolog 2","protein-coding","ENSMUSG00000033565",93686
23544,"ENSG00000100095","SEZ6L","seizure related 6 homolog like","protein-coding","ENSMUSG00000058153",56747
23545,"ENSG00000185344","ATP6V0A2","ATPase H+ transporting V0 subunit a2","protein-coding","ENSMUSG00000038023",21871
23546,"ENSG00000105467","SYNGR4","synaptogyrin 4","protein-coding","ENSMUSG00000040231",58867
23548,"ENSG00000113638","TTC33","tetratricopeptide repeat domain 33","protein-coding","ENSMUSG00000022151",67515
23549,"ENSG00000123992","DNPEP","aspartyl aminopeptidase","protein-coding","ENSMUSG00000026209",13437
23550,"ENSG00000125637","PSD4","pleckstrin and Sec7 domain containing 4","protein-coding","ENSMUSG00000026979",215632
23551,"ENSG00000100302","RASD2","RASD family member 2","protein-coding","ENSMUSG00000034472",75141
23552,"ENSG00000156345","CDK20","cyclin dependent kinase 20","protein-coding","ENSMUSG00000021483",105278
23553,"ENSG00000106302","HYAL4","hyaluronidase 4","protein-coding","ENSMUSG00000029680",77042
23554,"ENSG00000106025","TSPAN12","tetraspanin 12","protein-coding","ENSMUSG00000029669",269831
23555,"ENSG00000099282","TSPAN15","tetraspanin 15","protein-coding","ENSMUSG00000037031",70423
23556,"ENSG00000197563","PIGN","phosphatidylinositol glycan anchor biosynthesis class N","protein-coding","ENSMUSG00000056536",27392
23557,"ENSG00000143553","SNAPIN","SNAP associated protein","protein-coding","ENSMUSG00000001018",20615
23558,"ENSG00000132471","WBP2","WW domain binding protein 2","protein-coding","ENSMUSG00000034341",22378
23559,"ENSG00000239779","WBP1","WW domain binding protein 1","protein-coding","ENSMUSG00000030035",22377
23560,"ENSG00000107937","GTPBP4","GTP binding protein 4","protein-coding","ENSMUSG00000021149",69237
23562,"ENSG00000159261","CLDN14","claudin 14","protein-coding","ENSMUSG00000047109",56173
23563,"ENSG00000135702","CHST5","carbohydrate sulfotransferase 5","protein-coding","ENSMUSG00000031952",56773
23564,"ENSG00000206395","DDAH2","DDAH family member 2, ADMA-independent","protein-coding","ENSMUSG00000007039",51793
23566,"ENSG00000171517","LPAR3","lysophosphatidic acid receptor 3","protein-coding","ENSMUSG00000036832",65086
23567,"ENSG00000113761","ZNF346","zinc finger protein 346","protein-coding","ENSMUSG00000021481",26919
23568,"ENSG00000102931","ARL2BP","ADP ribosylation factor like GTPase 2 binding protein","protein-coding","ENSMUSG00000031776",107566
23569,"ENSG00000159339","PADI4","peptidyl arginine deiminase 4","protein-coding","ENSMUSG00000025330",18602
23576,"ENSG00000153904","DDAH1","dimethylarginine dimethylaminohydrolase 1","protein-coding","ENSMUSG00000028194",69219
23580,"ENSG00000179604","CDC42EP4","CDC42 effector protein 4","protein-coding","ENSMUSG00000041598",56699
23581,"ENSG00000105141","CASP14","caspase 14","protein-coding","ENSMUSG00000005355",12365
23582,"ENSG00000166946","CCNDBP1","cyclin D1 binding protein 1","protein-coding","ENSMUSG00000023572",17151
23583,"ENSG00000123415","SMUG1","single-strand-selective monofunctional uracil-DNA glycosylase 1","protein-coding","ENSMUSG00000036061",71726
23584,"ENSG00000019102","VSIG2","V-set and immunoglobulin domain containing 2","protein-coding","ENSMUSG00000001943",57276
23585,"ENSG00000183726","TMEM50A","transmembrane protein 50A","protein-coding","ENSMUSG00000028822",71817
23586,"ENSG00000107201","RIGI","RNA sensor RIG-I","protein-coding","ENSMUSG00000040296",230073
23587,"ENSG00000170291","ELP5","elongator acetyltransferase complex subunit 5","protein-coding","ENSMUSG00000018565",54351
23588,"ENSG00000165516","KLHDC2","kelch domain containing 2","protein-coding","ENSMUSG00000020978",69554
23589,"ENSG00000153048","CARHSP1","calcium regulated heat stable protein 1","protein-coding","ENSMUSG00000008393",52502
23590,"ENSG00000148459","PDSS1","decaprenyl diphosphate synthase subunit 1","protein-coding","ENSMUSG00000026784",56075
23592,"ENSG00000174106","LEMD3","LEM domain containing 3","protein-coding","ENSMUSG00000048661",380664
23593,"ENSG00000051620","HEBP2","heme binding protein 2","protein-coding","ENSMUSG00000019853",56016
23594,"ENSG00000091651","ORC6","origin recognition complex subunit 6","protein-coding","ENSMUSG00000031697",56452
23595,"ENSG00000135336","ORC3","origin recognition complex subunit 3","protein-coding","ENSMUSG00000040044",50793
23596,"ENSG00000054277","OPN3","opsin 3","protein-coding","ENSMUSG00000026525",13603
23597,"ENSG00000123130","ACOT9","acyl-CoA thioesterase 9","protein-coding","ENSMUSG00000025287",56360
23598,"ENSG00000100105","PATZ1","POZ/BTB and AT hook containing zinc finger 1","protein-coding","ENSMUSG00000020453",56218
23600,"ENSG00000242110","AMACR","alpha-methylacyl-CoA racemase","protein-coding","ENSMUSG00000022244",17117
23601,"ENSG00000258227","CLEC5A","C-type lectin domain containing 5A","protein-coding","ENSMUSG00000029915",23845
23603,"ENSG00000110880","CORO1C","coronin 1C","protein-coding","ENSMUSG00000004530",23790
23604,"ENSG00000035664","DAPK2","death associated protein kinase 2","protein-coding","ENSMUSG00000032380",13143
23607,"ENSG00000198087","CD2AP","CD2 associated protein","protein-coding","ENSMUSG00000061665",12488
23608,"ENSG00000133606","MKRN1","makorin ring finger protein 1","protein-coding","ENSMUSG00000029922",54484
23609,"ENSG00000075975","MKRN2","makorin ring finger protein 2","protein-coding","ENSMUSG00000000439",67027
23612,"ENSG00000174307","PHLDA3","pleckstrin homology like domain family A member 3","protein-coding","ENSMUSG00000041801",27280
23613,"ENSG00000101040","ZMYND8","zinc finger MYND-type containing 8","protein-coding","ENSMUSG00000039671",228880
23616,"ENSG00000100092","SH3BP1","SH3 domain binding protein 1","protein-coding","ENSMUSG00000022436",20401
23617,"ENSG00000206203","TSSK2","testis specific serine kinase 2","protein-coding","ENSMUSG00000045521",22115
23620,"ENSG00000169006","NTSR2","neurotensin receptor 2","protein-coding","ENSMUSG00000020591",18217
23621,"ENSG00000186318","BACE1","beta-secretase 1","protein-coding","ENSMUSG00000032086",23821
23623,"ENSG00000160753","RUSC1","RUN and SH3 domain containing 1","protein-coding","ENSMUSG00000041263",72296
23624,"ENSG00000142273","CBLC","Cbl proto-oncogene C","protein-coding","ENSMUSG00000040525",80794
23625,"ENSG00000176973","FAM89B","family with sequence similarity 89 member B","protein-coding","ENSMUSG00000024939",17826
23626,"ENSG00000054796","SPO11","SPO11 initiator of meiotic double strand breaks","protein-coding","ENSMUSG00000005883",26972
23630,"ENSG00000176076","KCNE5","potassium voltage-gated channel subfamily E regulatory subunit 5","protein-coding","ENSMUSG00000090122",66240
23632,"ENSG00000118298","CA14","carbonic anhydrase 14","protein-coding","ENSMUSG00000038526",23831
23633,"ENSG00000025800","KPNA6","karyopherin subunit alpha 6","protein-coding","ENSMUSG00000003731",16650
23635,"ENSG00000145687","SSBP2","single stranded DNA binding protein 2","protein-coding","ENSMUSG00000003992",66970
23636,"ENSG00000213024","NUP62","nucleoporin 62","protein-coding","ENSMUSG00000109511",18226
23637,"ENSG00000011454","RABGAP1","RAB GTPase activating protein 1","protein-coding","ENSMUSG00000035437",227800
23639,"ENSG00000129295","DNAAF11","dynein axonemal assembly factor 11","protein-coding","ENSMUSG00000022375",54562
23640,"ENSG00000133265","HSPBP1","HSPA (Hsp70) binding protein 1","protein-coding","ENSMUSG00000063802",66245
23641,"ENSG00000182195","LDOC1","LDOC1 regulator of NFKB signaling","protein-coding","ENSMUSG00000057615",434784
23643,"ENSG00000154589","LY96","lymphocyte antigen 96","protein-coding","ENSMUSG00000025779",17087
23644,"ENSG00000038358","EDC4","enhancer of mRNA decapping 4","protein-coding","ENSMUSG00000036270",234699
23645,"ENSG00000087074","PPP1R15A","protein phosphatase 1 regulatory subunit 15A","protein-coding","ENSMUSG00000040435",17872
23646,"ENSG00000105223","PLD3","phospholipase D family member 3","protein-coding","ENSMUSG00000003363",18807
23647,"ENSG00000132254","ARFIP2","ADP ribosylation factor interacting protein 2","protein-coding","ENSMUSG00000030881",76932
23648,"ENSG00000157216","SSBP3","single stranded DNA binding protein 3","protein-coding","ENSMUSG00000061887",72475
23649,"ENSG00000014138","POLA2","DNA polymerase alpha 2, accessory subunit","protein-coding","ENSMUSG00000024833",18969
23650,"ENSG00000137699","TRIM29","tripartite motif containing 29","protein-coding","ENSMUSG00000032013",72169
23654,"ENSG00000196576","PLXNB2","plexin B2","protein-coding","ENSMUSG00000036606",140570
23657,"ENSG00000151012","SLC7A11","solute carrier family 7 member 11","protein-coding","ENSMUSG00000027737",26570
23658,"ENSG00000106355","LSM5","LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated","protein-coding","ENSMUSG00000091625",66373
23659,"ENSG00000103066","PLA2G15","phospholipase A2 group XV","protein-coding","ENSMUSG00000031903",192654
23660,"ENSG00000196652","ZKSCAN5","zinc finger with KRAB and SCAN domains 5","protein-coding","ENSMUSG00000055991",22757
23670,"ENSG00000135048","CEMIP2","cell migration inducing hyaluronidase 2","protein-coding","ENSMUSG00000024754",83921
23671,"ENSG00000144339","TMEFF2","transmembrane protein with EGF like and two follistatin like domains 2","protein-coding","ENSMUSG00000026109",56363
23673,"ENSG00000117758","STX12","syntaxin 12","protein-coding","ENSMUSG00000028879",100226
23676,"ENSG00000091482","SMPX","small muscle protein X-linked","protein-coding","ENSMUSG00000041476",66106
23677,"ENSG00000130147","SH3BP4","SH3 domain binding protein 4","protein-coding","ENSMUSG00000036206",98402
23678,"ENSG00000104205","SGK3","serum/glucocorticoid regulated kinase family member 3","protein-coding","ENSMUSG00000025915",170755
23682,"ENSG00000123892","RAB38","RAB38, member RAS oncogene family","protein-coding","ENSMUSG00000030559",72433
23683,"ENSG00000115825","PRKD3","protein kinase D3","protein-coding","ENSMUSG00000024070",75292
23704,"ENSG00000152049","KCNE4","potassium voltage-gated channel subfamily E regulatory subunit 4","protein-coding","ENSMUSG00000047330",57814
23705,"ENSG00000182985","CADM1","cell adhesion molecule 1","protein-coding","ENSMUSG00000032076",54725
23710,"ENSG00000139112","GABARAPL1","GABA type A receptor associated protein like 1","protein-coding","ENSMUSG00000030161",57436
23729,"ENSG00000197417","SHPK","sedoheptulokinase","protein-coding","ENSMUSG00000005951",74637
23731,"ENSG00000106771","TMEM245","transmembrane protein 245","protein-coding","ENSMUSG00000055296",242474
23732,"ENSG00000260230","FRRS1L","ferric chelate reductase 1 like","protein-coding","ENSMUSG00000045589",230235
23741,"ENSG00000255302","EID1","EP300 interacting inhibitor of differentiation 1","protein-coding","ENSMUSG00000091337",58521
23743,"ENSG00000132840","BHMT2","betaine--homocysteine S-methyltransferase 2","protein-coding","ENSMUSG00000042118",64918
23746,"ENSG00000129221","AIPL1","aryl hydrocarbon receptor interacting protein like 1","protein-coding","ENSMUSG00000040554",114230
23753,"ENSG00000128228","SDF2L1","stromal cell derived factor 2 like 1","protein-coding","ENSMUSG00000022769",64136
23759,"ENSG00000100023","PPIL2","peptidylprolyl isomerase like 2","protein-coding","ENSMUSG00000022771",66053
23760,"ENSG00000180957","PITPNB","phosphatidylinositol transfer protein beta","protein-coding","ENSMUSG00000050017",56305
23761,"ENSG00000241878","PISD","phosphatidylserine decarboxylase","protein-coding","ENSMUSG00000023452",320951
23762,"ENSG00000184792","OSBP2","oxysterol binding protein 2","protein-coding","ENSMUSG00000020435",74309
23764,"ENSG00000185022","MAFF","MAF bZIP transcription factor F","protein-coding","ENSMUSG00000042622",17133
23765,"ENSG00000177663","IL17RA","interleukin 17 receptor A","protein-coding","ENSMUSG00000002897",16172
23767,"ENSG00000125848","FLRT3","fibronectin leucine rich transmembrane protein 3","protein-coding","ENSMUSG00000051379",71436
23768,"ENSG00000185070","FLRT2","fibronectin leucine rich transmembrane protein 2","protein-coding","ENSMUSG00000047414",399558
23769,"ENSG00000126500","FLRT1","fibronectin leucine rich transmembrane protein 1","protein-coding","ENSMUSG00000047787",396184
23770,"ENSG00000105701","FKBP8","FKBP prolyl isomerase 8","protein-coding","ENSMUSG00000019428",14232
23774,"ENSG00000100425","BRD1","bromodomain containing 1","protein-coding","ENSMUSG00000022387",223770
23779,"ENSG00000241484","ARHGAP8","Rho GTPase activating protein 8","protein-coding","ENSMUSG00000078954",73167
23786,"ENSG00000099968","BCL2L13","BCL2 like 13","protein-coding","ENSMUSG00000009112",94044
23787,"ENSG00000137409","MTCH1","mitochondrial carrier 1","protein-coding","ENSMUSG00000024012",56462
23788,"ENSG00000109919","MTCH2","mitochondrial carrier 2","protein-coding","ENSMUSG00000027282",56428
24137,"ENSG00000090889","KIF4A","kinesin family member 4A","protein-coding","ENSMUSG00000034311",16571
24139,"ENSG00000125746","EML2","EMAP like 2","protein-coding","ENSMUSG00000040811",72205
24140,"ENSG00000068438","FTSJ1","FtsJ RNA 2'-O-methyltransferase 1","protein-coding","ENSMUSG00000031171",54632
24141,"ENSG00000125869","LAMP5","lysosomal associated membrane protein family member 5","protein-coding","ENSMUSG00000027270",76161
24142,"ENSG00000243477","NAA80","N-alpha-acetyltransferase 80, NatH catalytic subunit","protein-coding","ENSMUSG00000079334",56441
24144,"ENSG00000100109","TFIP11","tuftelin interacting protein 11","protein-coding","ENSMUSG00000029345",54723
24145,"ENSG00000110218","PANX1","pannexin 1","protein-coding","ENSMUSG00000031934",55991
24146,"ENSG00000106404","CLDN15","claudin 15","protein-coding","ENSMUSG00000001739",60363
24147,"ENSG00000179431","FJX1","four-jointed box kinase 1","protein-coding","ENSMUSG00000075012",14221
24148,"ENSG00000101161","PRPF6","pre-mRNA processing factor 6","protein-coding","ENSMUSG00000002455",68879
24149,"ENSG00000171467","ZNF318","zinc finger protein 318","protein-coding","ENSMUSG00000015597",57908
25758,"ENSG00000110427","KIAA1549L","KIAA1549 like","protein-coding","ENSMUSG00000068373",241589
25759,"ENSG00000129946","SHC2","SHC adaptor protein 2","protein-coding","ENSMUSG00000020312",216148
25763,"ENSG00000187516","H2AP","H2A.P histone","protein-coding","ENSMUSG00000040456",67334
25764,"ENSG00000242028","HYPK","huntingtin interacting protein K","protein-coding","ENSMUSG00000027245",67693
25766,"ENSG00000110844","PRPF40B","pre-mRNA processing factor 40 homolog B","protein-coding","ENSMUSG00000023007",54614
25769,"ENSG00000155886","SLC24A2","solute carrier family 24 member 2","protein-coding","ENSMUSG00000037996",76376
25770,"ENSG00000100249","C22orf31","chromosome 22 open reading frame 31","protein-coding",NA,102631980
25771,"ENSG00000054611","TBC1D22A","TBC1 domain family member 22A","protein-coding","ENSMUSG00000051864",223754
25776,"ENSG00000100211","CBY1","chibby 1, beta catenin antagonist","protein-coding","ENSMUSG00000022428",73739
25777,"ENSG00000100242","SUN2","Sad1 and UNC84 domain containing 2","protein-coding","ENSMUSG00000042524",223697
25778,"ENSG00000133059","DSTYK","dual serine/threonine and tyrosine protein kinase","protein-coding","ENSMUSG00000042046",213452
25780,"ENSG00000152689","RASGRP3","RAS guanyl releasing protein 3","protein-coding","ENSMUSG00000071042",240168
25782,"ENSG00000118873","RAB3GAP2","RAB3 GTPase activating non-catalytic protein subunit 2","protein-coding","ENSMUSG00000039318",98732
25788,"ENSG00000197275","RAD54B","RAD54 homolog B","protein-coding","ENSMUSG00000078773",623474
25789,"ENSG00000105696","TMEM59L","transmembrane protein 59 like","protein-coding","ENSMUSG00000035964",67937
25790,"ENSG00000213085","CFAP45","cilia and flagella associated protein 45","protein-coding","ENSMUSG00000026546",71870
25791,"ENSG00000066248","NGEF","neuronal guanine nucleotide exchange factor","protein-coding","ENSMUSG00000026259",53972
25792,"ENSG00000148337","CIZ1","CDKN1A interacting zinc finger protein 1","protein-coding","ENSMUSG00000039205",68379
25793,"ENSG00000100225","FBXO7","F-box protein 7","protein-coding","ENSMUSG00000001786",69754
25794,"ENSG00000186765","FSCN2","fascin actin-bundling protein 2, retinal","protein-coding","ENSMUSG00000025380",238021
25796,"ENSG00000130313","PGLS","6-phosphogluconolactonase","protein-coding","ENSMUSG00000031807",66171
25797,"ENSG00000115828","QPCT","glutaminyl-peptide cyclotransferase","protein-coding","ENSMUSG00000024084",70536
25798,"ENSG00000164713","BRI3","brain protein I3","protein-coding","ENSMUSG00000047843",55950
25799,"ENSG00000083812","ZNF324","zinc finger protein 324","protein-coding","ENSMUSG00000004500",243834
25800,"ENSG00000141424","SLC39A6","solute carrier family 39 member 6","protein-coding","ENSMUSG00000024270",106957
25801,"ENSG00000115271","GCA","grancalcin","protein-coding","ENSMUSG00000026893",227960
25802,"ENSG00000163431","LMOD1","leiomodin 1","protein-coding","ENSMUSG00000048096",93689
25803,"ENSG00000124664","SPDEF","SAM pointed domain containing ETS transcription factor","protein-coding","ENSMUSG00000024215",30051
25804,"ENSG00000130520","LSM4","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated","protein-coding","ENSMUSG00000031848",50783
25805,"ENSG00000095739","BAMBI","BMP and activin membrane bound inhibitor","protein-coding","ENSMUSG00000024232",68010
25806,"ENSG00000116035","VAX2","ventral anterior homeobox 2","protein-coding","ENSMUSG00000034777",24113
25807,"ENSG00000100263","RHBDD3","rhomboid domain containing 3","protein-coding","ENSMUSG00000034175",279766
25809,"ENSG00000100271","TTLL1","TTL family tubulin polyglutamylase complex subunit L1","protein-coding","ENSMUSG00000022442",319953
25813,"ENSG00000100347","SAMM50","SAMM50 sorting and assembly machinery component","protein-coding","ENSMUSG00000022437",68653
25814,"ENSG00000130638","ATXN10","ataxin 10","protein-coding","ENSMUSG00000016541",54138
25816,"ENSG00000145779","TNFAIP8","TNF alpha induced protein 8","protein-coding","ENSMUSG00000062210",106869
25817,"ENSG00000219438","TAFA5","TAFA chemokine like family member 5","protein-coding","ENSMUSG00000054863",106014
25818,"ENSG00000167754","KLK5","kallikrein related peptidase 5","protein-coding","ENSMUSG00000074155",68668
25819,"ENSG00000151014","NOCT","nocturnin","protein-coding","ENSMUSG00000023087",12457
25820,"ENSG00000166233","ARIH1","ariadne RBR E3 ubiquitin protein ligase 1","protein-coding","ENSMUSG00000025234",23806
25821,"ENSG00000135297","MTO1","mitochondrial tRNA translation optimization 1","protein-coding","ENSMUSG00000032342",68291
25822,"ENSG00000137094","DNAJB5","DnaJ heat shock protein family (Hsp40) member B5","protein-coding","ENSMUSG00000036052",56323
25823,"ENSG00000116176","TPSG1","tryptase gamma 1","protein-coding","ENSMUSG00000033200",26945
25824,"ENSG00000126432","PRDX5","peroxiredoxin 5","protein-coding","ENSMUSG00000024953",54683
25825,"ENSG00000182240","BACE2","beta-secretase 2","protein-coding","ENSMUSG00000040605",56175
25827,"ENSG00000153558","FBXL2","F-box and leucine rich repeat protein 2","protein-coding","ENSMUSG00000032507",72179
25828,"ENSG00000100348","TXN2","thioredoxin 2","protein-coding","ENSMUSG00000005354",56551
25829,"ENSG00000198792","TMEM184B","transmembrane protein 184B","protein-coding","ENSMUSG00000009035",223693
25830,"ENSG00000130540","SULT4A1","sulfotransferase family 4A member 1","protein-coding","ENSMUSG00000018865",29859
25831,"ENSG00000092148","HECTD1","HECT domain E3 ubiquitin protein ligase 1","protein-coding","ENSMUSG00000035247",207304
25833,"ENSG00000137709","POU2F3","POU class 2 homeobox 3","protein-coding","ENSMUSG00000032015",18988
25834,"ENSG00000182050","MGAT4C","MGAT4 family member C","protein-coding","ENSMUSG00000019888",67569
25836,"ENSG00000164190","NIPBL","NIPBL cohesin loading factor","protein-coding","ENSMUSG00000022141",71175
25837,"ENSG00000167964","RAB26","RAB26, member RAS oncogene family","protein-coding","ENSMUSG00000079657",328778
25839,"ENSG00000103051","COG4","component of oligomeric golgi complex 4","protein-coding","ENSMUSG00000031753",102339
25841,"ENSG00000166016","ABTB2","ankyrin repeat and BTB domain containing 2","protein-coding","ENSMUSG00000032724",99382
25842,"ENSG00000111875","ASF1A","anti-silencing function 1A histone chaperone","protein-coding","ENSMUSG00000019857",66403
25843,"ENSG00000115540","MOB4","MOB family member 4, phocein","protein-coding","ENSMUSG00000025979",19070
25844,"ENSG00000137207","YIPF3","Yip1 domain family member 3","protein-coding","ENSMUSG00000071074",28064
25847,"ENSG00000129055","ANAPC13","anaphase promoting complex subunit 13","protein-coding","ENSMUSG00000035048",69010
25849,"ENSG00000169116","PARM1","prostate androgen-regulated mucin-like protein 1","protein-coding","ENSMUSG00000034981",231440
25851,"ENSG00000205356","TECPR1","tectonin beta-propeller repeat containing 1","protein-coding","ENSMUSG00000066621",70381
25852,"ENSG00000114098","ARMC8","armadillo repeat containing 8","protein-coding","ENSMUSG00000032468",74125
25853,"ENSG00000198876","DCAF12","DDB1 and CUL4 associated factor 12","protein-coding","ENSMUSG00000028436",68970
25854,"ENSG00000109794","FAM149A","family with sequence similarity 149 member A","protein-coding","ENSMUSG00000070044",212326
25855,"ENSG00000174744","BRMS1","BRMS1 transcriptional repressor and anoikis regulator","protein-coding","ENSMUSG00000080268",107392
25858,"ENSG00000219435","CATSPERZ","catsper channel auxiliary subunit zeta","protein-coding","ENSMUSG00000050623",67077
25861,"ENSG00000095397","WHRN","whirlin","protein-coding","ENSMUSG00000039137",73750
25862,"ENSG00000164663","USP49","ubiquitin specific peptidase 49","protein-coding","ENSMUSG00000090115",224836
25864,"ENSG00000248487","ABHD14A","abhydrolase domain containing 14A","protein-coding","ENSMUSG00000042210",68644
25865,"ENSG00000105287","PRKD2","protein kinase D2","protein-coding","ENSMUSG00000041187",101540
25870,"ENSG00000129103","SUMF2","sulfatase modifying factor 2","protein-coding","ENSMUSG00000025538",67902
25871,"ENSG00000163608","NEPRO","nucleolus and neural progenitor protein","protein-coding","ENSMUSG00000036208",212547
25873,"ENSG00000130255","RPL36","ribosomal protein L36","protein-coding","ENSMUSG00000057863",54217
25874,"ENSG00000143158","MPC2","mitochondrial pyruvate carrier 2","protein-coding","ENSMUSG00000026568",70456
25875,"ENSG00000050426","LETMD1","LETM1 domain containing 1","protein-coding","ENSMUSG00000037353",68614
25876,"ENSG00000101222","SPEF1","sperm flagellar 1","protein-coding","ENSMUSG00000027329",70997
25879,"ENSG00000164934","DCAF13","DDB1 and CUL4 associated factor 13","protein-coding","ENSMUSG00000022300",223499
25880,"ENSG00000184857","TMEM186","transmembrane protein 186","protein-coding","ENSMUSG00000043140",66690
25884,"ENSG00000054938","CHRDL2","chordin like 2","protein-coding","ENSMUSG00000030732",69121
25885,"ENSG00000068654","POLR1A","RNA polymerase I subunit A","protein-coding","ENSMUSG00000049553",20019
25886,"ENSG00000164087","POC1A","POC1 centriolar protein A","protein-coding","ENSMUSG00000023345",70235
25888,"ENSG00000142528","ZNF473","zinc finger protein 473","protein-coding","ENSMUSG00000048012",243963
25890,"ENSG00000154175","ABI3BP","ABI family member 3 binding protein","protein-coding","ENSMUSG00000035258",320712
25891,"ENSG00000149090","PAMR1","peptidase domain containing associated with muscle regeneration 1","protein-coding","ENSMUSG00000027188",210622
25893,"ENSG00000162722","TRIM58","tripartite motif containing 58","protein-coding","ENSMUSG00000037124",216781
25894,"ENSG00000196155","PLEKHG4","pleckstrin homology and RhoGEF domain containing G4","protein-coding","ENSMUSG00000014782",102075
25895,"ENSG00000123427","EEF1AKMT3","EEF1A lysine methyltransferase 3","protein-coding","ENSMUSG00000080115",100504608
25896,"ENSG00000143493","INTS7","integrator complex subunit 7","protein-coding","ENSMUSG00000037461",77065
25897,"ENSG00000034677","RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase","protein-coding","ENSMUSG00000022280",30945
25898,"ENSG00000163743","RCHY1","ring finger and CHY zinc finger domain containing 1","protein-coding","ENSMUSG00000029397",68098
25900,"ENSG00000010295","IFFO1","intermediate filament family orphan 1","protein-coding","ENSMUSG00000038271",320678
25901,"ENSG00000024862","CCDC28A","coiled-coil domain containing 28A","protein-coding","ENSMUSG00000059554",215814
25902,"ENSG00000120254","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like","protein-coding","ENSMUSG00000040675",270685
25903,"ENSG00000162745","OLFML2B","olfactomedin like 2B","protein-coding","ENSMUSG00000038463",320078
25904,"ENSG00000182973","CNOT10","CCR4-NOT transcription complex subunit 10","protein-coding","ENSMUSG00000056167",78893
25906,"ENSG00000110200","ANAPC15","anaphase promoting complex subunit 15","protein-coding","ENSMUSG00000030649",75430
25907,"ENSG00000249992","TMEM158","transmembrane protein 158","protein-coding","ENSMUSG00000054871",72309
25909,"ENSG00000153207","AHCTF1","AT-hook containing transcription factor 1","protein-coding","ENSMUSG00000026491",226747
25911,"ENSG00000166171","DPCD","deleted in primary ciliary dyskinesia homolog (mouse)","protein-coding","ENSMUSG00000041035",226162
25912,"ENSG00000143612","C1orf43","chromosome 1 open reading frame 43","protein-coding","ENSMUSG00000027942",99650
25913,"ENSG00000128513","POT1","protection of telomeres 1","protein-coding","ENSMUSG00000029676",101185
25914,"ENSG00000176225","RTTN","rotatin","protein-coding","ENSMUSG00000023066",246102
25915,"ENSG00000178057","NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3","protein-coding","ENSMUSG00000070283",66706
25917,"ENSG00000134077","THUMPD3","THUMP domain containing 3","protein-coding","ENSMUSG00000030264",14911
25920,"ENSG00000188986","NELFB","negative elongation factor complex member B","protein-coding","ENSMUSG00000013465",58202
25921,"ENSG00000156599","ZDHHC5","zinc finger DHHC-type palmitoyltransferase 5","protein-coding","ENSMUSG00000034075",228136
25923,"ENSG00000184743","ATL3","atlastin GTPase 3","protein-coding","ENSMUSG00000024759",109168
25924,"ENSG00000170011","MYRIP","myosin VIIA and Rab interacting protein","protein-coding","ENSMUSG00000041794",245049
25925,"ENSG00000198795","ZNF521","zinc finger protein 521","protein-coding","ENSMUSG00000024420",225207
25926,"ENSG00000130935","NOL11","nucleolar protein 11","protein-coding","ENSMUSG00000018433",68979
25927,"ENSG00000119865","CNRIP1","cannabinoid receptor interacting protein 1","protein-coding","ENSMUSG00000044629",380686
25928,"ENSG00000171243","SOSTDC1","sclerostin domain containing 1","protein-coding","ENSMUSG00000036169",66042
25929,"ENSG00000082516","GEMIN5","gem nuclear organelle associated protein 5","protein-coding","ENSMUSG00000037275",216766
25930,"ENSG00000076201","PTPN23","protein tyrosine phosphatase non-receptor type 23","protein-coding","ENSMUSG00000036057",104831
25932,"ENSG00000169504","CLIC4","chloride intracellular channel 4","protein-coding","ENSMUSG00000037242",29876
25936,"ENSG00000117697","NSL1","NSL1 component of MIS12 kinetochore complex","protein-coding","ENSMUSG00000062510",381318
25937,"ENSG00000018408","WWTR1","WW domain containing transcription regulator 1","protein-coding","ENSMUSG00000027803",97064
25938,"ENSG00000129493","HEATR5A","HEAT repeat containing 5A","protein-coding","ENSMUSG00000035181",320487
25939,"ENSG00000101347","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1","protein-coding","ENSMUSG00000027639",56045
25940,"ENSG00000119812","FAM98A","family with sequence similarity 98 member A","protein-coding","ENSMUSG00000002017",72722
25941,"ENSG00000134779","TPGS2","tubulin polyglutamylase complex subunit 2","protein-coding","ENSMUSG00000024269",66648
25942,"ENSG00000169375","SIN3A","SIN3 transcription regulator family member A","protein-coding","ENSMUSG00000042557",20466
25943,"ENSG00000088854","DNAAF9","dynein axonemal assembly factor 9","protein-coding","ENSMUSG00000027309",228602
25945,"ENSG00000177707","NECTIN3","nectin cell adhesion molecule 3","protein-coding","ENSMUSG00000022656",58998
25946,"ENSG00000161642","ZNF385A","zinc finger protein 385A","protein-coding","ENSMUSG00000000552",29813
25948,"ENSG00000170852","KBTBD2","kelch repeat and BTB domain containing 2","protein-coding","ENSMUSG00000059486",210973
